osm_id,osm_type,Type,name_en,name_zh_mbx,City,lon,lat,name,wikipedia,wikidata,name_zh,Distance
osm_id,osm_type,Type,name_en,name_zh_mbx,City,lon,lat,name,wikipedia,wikidata,name_zh,Error
368174050,node,Tourism,Museum of the American West,美国西部博物馆,Los Angeles,-118.2817425,34.1488963,Museum of the American West,,Q4827110,,0.032695193817997854
420679719,way,Tourism,Otis College of Art and Design Gallery,奥蒂斯艺术与设计学院画廊,Los Angeles,-118.417188390909,33.9563638409091,,,,,Error
368171691,node,Tourism,Palm Springs,棕榈泉,Los Angeles,-116.5116805,33.8241854,Palm Springs City Hall,,Q488004,,2.073076783170878
6103417,relation,Tourism,Santa Monica Beach,圣莫尼卡海滩,Los Angeles,-118.494420857143,34.0074500261905,Santa Monica State Beach,,Q7419811,,0.40075246603120196
218925531,way,Tourism,Santa Monica Swim Center,圣莫尼卡游泳中心,Los Angeles,-118.472894925,34.01607375,Santa Monica Swim Center,,,,Error
362491078,way,Tourism,Six Flags Magic Mountain,六旗魔术山主题公园,Los Angeles,-118.598582235398,34.4241585938053,,,Q1515080,,0.15909691477409726
368170606,node,Tourism,Solvang,丹麦城,Los Angeles,-120.1357035,34.5963757,Solvang Branch Santa Barbara Public Library,,Q7419242,,49.15462897842014
381189683,way,Tourism,Sunset Strip,日落大道,Los Angeles,-118.378295966667,34.0931345333333,West Sunset Boulevard,,,,Error
424105908,way,Tourism,TCL Chinese Theatre,中国大剧院,Los Angeles,-118.340996869388,34.1018189367347,TCL Chinese Theatre,en:TCL Chinese Theatre,,,Error
470897671,node,Tourism,The Grammy Museum,格莱美博物馆,Los Angeles,-118.2646978,34.0444591,Grammy Museum,,Q7737452,,0.022116822867266604
368171340,node,Tourism,The Greek Theatre,希腊剧场,Los Angeles,-118.2961872,34.1197307,Greek Theater,,Q5601897,,0.020924838245297585
313036846,way,Tourism,Universal Studios Hollywood,好莱坞环球影城,Los Angeles,-118.355240381034,34.1386429784483,Universal Studios Hollywood,,Q1337576,,0.21140782162040986
24576816,way,Tourism,"University of California, Los Angeles (UCLA)",加利福尼亚大学洛杉矶分校,Los Angeles,-118.444774319512,34.0716792134146,"University of California, Los Angeles",en:University of California Los Angeles,,,Error
6114948,relation,Tourism,Venice Beach,威尼斯海滩,Los Angeles,-118.47415665981,33.986030256962,Venice Beach,,Q1303805,,0.9040488516501491
24907820,way,Tourism,Walt Disney Concert Hall,华特·迪士尼音乐厅,Los Angeles,-118.249645965,34.0554526575,Walt Disney Concert Hall,en:Walt Disney Concert Hall,Q474326,,0.010436806401062943
265320169,way,Tourism,Al Hirschfeld Theater,艾尔赫施菲德剧院,NYC,-73.98924953,40.75922895,Al Hirschfeld Theatre,en:Al Hirschfeld Theatre,Q2829346,,0.0032084398955678993
2020487653,node,Tourism,"Asser Levy Recreation Center, Pool & Playground","Asser Levy康体中心,游泳池&游乐场",NYC,-73.9756907,40.7361264,Asser Levy,,Q4808743,,0.07845883388790097
222299275,way,Tourism,Broadway,百老汇,NYC,-74.0117827421053,40.7076359157895,Broadway,en:Broadway (Manhattan),Q11260,,3.7966764973746714
38839347,way,Tourism,Bronx Zoo,布朗克斯动物园,NYC,-73.877204875,40.8481495961539,Bronx Zoo,en:Bronx Zoo,Q739792,,0.14047452840034394
357719603,node,Tourism,Central Park,纽约中央公园,NYC,-74.2684846,40.5233647,Central Park,,Q160409,,34.66432744220862
158869539,node,Tourism,Chelsea,切尔西,NYC,-74.0015283,40.7464906,Chelsea,,Q1069129,,0.08594731526414423
2717293825,node,Tourism,Discovery Times Square,发现时代广场,NYC,-73.9872654,40.7577432,Discovery Times Square,en:Discovery Times Square,Q5281974,,0.05982852040880349
4169781,relation,Tourism,Duffy Square,杜菲广场,NYC,-73.9850558666667,40.7589282166667,Duffy Square,en:Duffy Square,Q901251,,0.018908044990481477
160947235,way,Tourism,Grace Church,恩典堂,NYC,-73.9909077954545,40.7319924363636,Grace Church,en:Grace Church (Manhattan),Q3916756,,0.11578952589540893
265947358,way,Tourism,Grand Central Terminal,大中央车站,NYC,-73.9772441157895,40.7526275894737,Grand Central Terminal,en:Grand Central Terminal,Q11290,中央车站,0.088765959328302
4470028591,node,Tourism,Greenwich Village,格林威治村,NYC,-74.0028172,40.7335844,Greenwich Village,,Q205380,,0.12841166626071435
265357846,way,Tourism,"Intrepid Sea,Air & Space Museum",无畏号海空博物馆,NYC,-73.9994628285714,40.7644616,Intrepid Museum,"en:Intrepid Sea, Air & Space Museum",Q952270,,0.14509939564324442
6678417,way,Tourism,Jacqueline Kennedy Onassis Reservoir,杰奎琳肯尼迪奥纳西斯水库,NYC,-73.9620667026144,40.786755554902,Jacqueline Kennedy Onassis Reservoir,en:Jacqueline Kennedy Onassis Reservoir,Q1190219,,0.175931616145867
266940107,way,Tourism,Jewish Museum,犹太博物馆,NYC,-73.9571348,40.7853906285714,Jewish Museum,en:Jewish Museum (New York),Q592116,,0.03504621588335504
2555126667,node,Tourism,Landmark Sunshine Cinema,里程碑阳光电影院,NYC,-73.9899884,40.7230573,Sunshine Cinema,,,,Error
3698894,relation,Tourism,Metropolitan Museum of Art,大都会艺术博物馆,NYC,-73.9634486593406,40.7795148021978,The Metropolitan Museum of Art,en:Metropolitan Museum of Art,Q160236,,0.030713429551880687
368045750,node,Tourism,New York City Criminal Court,纽约市刑事法庭,NYC,-74.0008063,40.7159863,New York City Criminal Courts Building,,Q7013152,,Error
3606825,relation,Tourism,New York Historical Society,纽约历史协会,NYC,-73.9742884571428,40.7793859428571,New-York Historical Society,en:New-York Historical Society,Q1059456,,0.009860960248438822
4097207416,node,Tourism,One World Observatory,世贸中心一号楼观景台,NYC,-74.0131205,40.7129924,One World Observatory,,Q11245,,0.042356027233500675
388436810,way,Tourism,Rose Center for Earth and Space,罗斯地球环境科学中心,NYC,-73.9743108612903,40.7811054,American Museum of Natural History,en:American Museum of Natural History,Q217717,自然历史博物馆,0.07756840549599033
271825823,way,Tourism,Schomburg Center for Research in Black Culture,尚博格黑人文化研究中心,NYC,-73.9409766464286,40.8146289535714,Schomburg Center for Research in Black Culture,en:Schomburg Center for Research in Black Culture,Q1060566,,0.020069257168771098
247866615,way,Tourism,Singer Building,胜家大楼,NYC,-73.998617,40.7238860428571,Singer Building,,Q651362,,1.3406159375124849
266941348,way,Tourism,St. Nicholas Russian Orthodox Cathedral,圣尼古拉斯俄罗斯东正教教堂,NYC,-73.9540192,40.788333225,Saint Nicholas Russian Orthodox Church,,,,Error
32965412,way,Tourism,Statue of Liberty,自由女神像,NYC,-74.0445679678571,40.6893051821429,Statue of Liberty,en:Statue of Liberty,Q9202,自由女神像,0.011248663354734026
2708133516,node,Tourism,The Ziegfeld,齐格菲尔德,NYC,-73.9798333,40.7630368,Ziegfeld Theatre,en:Ziegfeld Theatre,,,Error
22899302,way,Tourism,Washington Square Park,华盛顿广场公园,NYC,-73.9976012,40.730886925,Washington Square Park,en:Washington Square Park,Q909592,,0.011078522952279988
288749896,way,Tourism,Whitney Museum of American Art,惠特尼美洲艺术博物馆,NYC,-74.0088121857143,40.7396944857143,Whitney Museum of American Art,en:Whitney Museum of American Art,Q639791,,5.119941698520336
368229019,way,Tourism,Big bang,大阪府立大型儿童馆,Osaka,135.513704003333,34.49486449,大阪府立大型児童館ビッグバン,,,,Error
43979655,way,Tourism,Cosmo Tower,大阪世贸中心大厦,Osaka,135.414725884,34.637889624,大阪府咲洲庁舎,,Q1201344,,0.04187718040375763
4029007869,node,Tourism,Dotonbori,道顿堀,Osaka,135.5015715,34.6690306,道頓堀,ja:道頓堀,,,Error
54038477,way,Tourism,Ebisu Bridge,戎桥,Osaka,135.501294133333,34.6691036,戎橋 (Ebisu Bridge),,,,Error
222438727,way,Tourism,Expo70 Park,万博纪念公园,Osaka,135.5356869625,34.809402025,EXPO'70 パビリオン,,,,Error
4325335299,node,Tourism,Floating Garden Observatory,空中庭园展望台,Osaka,135.4899667,34.7053841,空中庭園展望台,,Q1151808,,0.028451988380364356
71400321,way,Tourism,Hanshin Koshien Stadium,阪神甲子园球场,Osaka,135.361704242308,34.7212869846154,阪神甲子園球場,,Q959811,,0.010165202457265113
1423057296,node,Tourism,Horie,堀江,Osaka,135.309566,34.756716,堀江オルゴール博物館,,,,Error
1423006445,node,Tourism,Kokuritsu Kokusai Bijutsukan,国立国际美术馆,Osaka,135.491986,34.691822,独立行政法人国立美術館・国立国際美術館,,Q1055037,,0.005101524850850097
1422981417,node,Tourism,Maritime Museum,大阪海事博物馆,Osaka,135.4045195,34.640008,なにわの海の時空館,,Q867148,,0.006634661338997021
157838159,way,Tourism,Momofuku Ando Instant Ramen Museum,方便面发明博物馆,Osaka,135.42663488,34.817954828,インスタントラーメン発明記念館,,Q899319,,0.0010266792930244276
1422989647,node,Tourism,Museum of Oriental Ceramics,大阪市立东洋陶瓷美术馆,Osaka,135.50545,34.693447,大阪市立東洋陶磁美術館,,Q11440555,,0.0024775098239134654
1422989738,node,Tourism,Nagai Botanical Garden,长居植物园,Osaka,135.520944,34.611098,大阪市立長居植物園,,Q6149771,,0.09116571396743534
222438736,way,Tourism,National Museum of Ethnology,大阪国立民族学博物馆,Osaka,135.52986103125,34.81285978125,人間文化研究機構・国立民族学博物館,,Q147157,,0.00781846561042073
161762460,way,Tourism,Natural Hot Spring Naniwanoyu,天然温泉浪速之汤,Osaka,135.5136997625,34.7149790375,なにわの湯,,,,Error
1422999883,node,Tourism,Open-Air Museum of Old Japanese Farmhouses,日本民家集落博物馆,Osaka,135.489745,34.778216,日本民家集落博物館 (Open-Air Museum Of Old Japanese Farm Houses),ja:日本民家集落博物館,,,Error
4260333992,node,Tourism,Osaka Aquarium,大阪水族馆,Osaka,135.4294713,34.6551989,Osaka Aquarium,,Q1191885,,0.0867207272104042
3127015507,node,Tourism,Osaka Castle,天守阁,Osaka,135.5292953,34.6817498,城中焼亡埋骨墳,,Q321242,,0.581022840188214
35457792,way,Tourism,Osaka Castle Park,大阪城公园,Osaka,135.527068644444,34.6868638488889,大阪城公園,,Q150118,,0.2083045757536397
178481604,way,Tourism,Osaka Prefectural Gymnasium,大阪府立体育会馆,Osaka,135.499432681818,34.6622841727273,府立体育会館,,Q7105594,,0.028946230465037796
220335564,node,Tourism,Osaka Prefectural Police,大阪警署本部,Osaka,-81.213101,36.82394,,,,,Error
127496799,way,Tourism,Osaka Prefectural Sayamaike Museum,狭山池博物馆,Osaka,135.832604566667,34.6858939,奈良県立美術館 (Nara Prefectural Museum of Art),ja:奈良県立美術館,Q11445231,,0.003289786555745988
1422989701,node,Tourism,Osaka Science Museum,大阪市立科学馆,Osaka,135.491358,34.691309,大阪市立科学館,,Q875709,,0.018819368489884775
174740756,way,Tourism,Osaka Shochikuza,大阪松竹座,Osaka,135.500899963636,34.6684688454545,大阪松竹座,ja:大阪松竹座,,,Error
151816196,way,Tourism,Santa Maria,圣玛利亚号轮船,Osaka,135.428744014286,34.6551011,,,,,Error
424575109,way,Tourism,Sennichimae Doguyasuji Shopping Street,千日前道具屋筋商店街,Osaka,135.503437228571,34.6641974142857,千日前道具屋筋商店街 (Sennichimae Doguya-suji Mall),,Q18619703,,Error
534133907,node,Tourism,Shinsaibashi,心斋桥,Osaka,135.5004084,34.6754108,心斎橋,ja:心斎橋駅,Q1049109,,0.23590187022579837
4190308689,node,Tourism,Shinsekai,新世界,Osaka,135.5061908,34.6520901,Shinsekai,,Q1049117,,0.013742158114280638
3980099245,node,Tourism,Tenma Bridge,天满桥,Osaka,135.5164411,34.6903263,天満橋,ja:天満橋駅,,,Error
170693374,way,Tourism,Tennoji Park,天王寺公园,Osaka,135.510813864516,34.650847716129,天王寺公園,ja:天王寺公園,,,Error
1422989286,node,Tourism,Tennoji Zoo,天王寺动物园,Osaka,135.508246,34.650981,大阪市天王寺動物園,ja:天王寺動物園,,,Error
1420781094,node,Tourism,The Japan Folk Crafts Museum,大阪日本民艺馆,Osaka,139.679219,35.660849,日本民藝館,ja:日本民藝館,,,Error
4419665990,node,Tourism,The Osaka Museum of Housing and Living,大阪生活今昔馆,Osaka,135.5115433,34.7104565,,,,,Error
4236890989,node,Tourism,Tsutenkaku,通天阁,Osaka,135.5063084,34.6525189,通天閣,,Q1148463,,0.03220945150408049
4363580590,node,Tourism,Umeda Sky Building,梅田蓝天大厦,Osaka,135.4899398,34.70528,,,Q1151808,,0.02417836862645382
1191424069,node,Tourism,29 avenue Rapp,奥斯曼大街,Paris,2.300876,48.8591265,,,,,Error
226413508,way,Tourism,Arc de Triomphe,圣日耳曼大街,Paris,2.29502577692308,48.8737632307692,Arc de Triomphe,fr:Arc de triomphe de l'Étoile,Q64436,凯旋门,0.004828249471034038
175448742,way,Tourism,Assemblée Nationale,雷恩路,Paris,2.31823765092593,48.8614556324074,Assemblée nationale,fr:Assemblée nationale (France),Q740744,,0.3807617233005137
41873007,way,Tourism,Avenue des Champs-élysées,29号哈柏大道,Paris,2.31235671666667,48.8683319,Avenue des Champs-Élysées,,,,Error
23762981,way,Tourism,Basilica of the Sacred Heart,凯旋门,Paris,2.34300848675799,48.88680286621,Basilique du Sacré-Cœur,fr:Basilique du Sacré-Cœur de Montmartre,Q28785,,0.008946748644205865
37775876,way,Tourism,Boulevard Haussmann,波旁宫（国民议会）,Paris,2.32019945,48.87466325,Boulevard Haussmann,,Q895076,,1.4354843848932965
34677039,way,Tourism,Boulevard Saint - Germain,香榭丽舍大道,Paris,2.32456595,48.85705825,Boulevard Saint-Germain,,Q533037,,1.3752674348023775
13859706,way,Tourism,Cimetière du Père Lachaise,圣心教堂,Paris,2.39393476666667,48.8612298209524,Cimetière du Père-Lachaise,fr:Cimetière du Père-Lachaise,Q311,,0.09750809250941642
205732748,way,Tourism,Disneyland Paris,拉雪兹公墓,Paris,2.78188217930367,48.8700292777562,Disneyland Paris,fr:Disneyland Paris,Q206521,,0.28823932192843504
106312008,way,Tourism,école Militaire,巴黎迪士尼乐园,Paris,2.30384671052632,48.8520669236842,École Militaire,,Q273480,,0.1484996250630074
55343672,way,Tourism,église St-étienne du Mont,军事学校,Paris,2.34811782553192,48.8465366617021,Église Saint-Étienne-du-Mont,fr:Église Saint-Étienne-du-Mont,Q583251,,0.03224321145303645
5013364,way,Tourism,Eiffel Tower,圣伊田居孟教堂,Paris,2.29451590859375,48.858268215625,Tour Eiffel,fr:Tour Eiffel,Q243,埃菲尔铁塔,0.009730728427845626
327059384,way,Tourism,Fondation Dubuffet,荣军院,Paris,2.54897369752066,48.6936689388429,Closerie Falbala,fr:Closerie Falbala,,,Error
690982176,node,Tourism,Grand Théâtre de Rex,杜布菲基金会,Paris,2.3474977,48.8704558,Le Grand Rex,fr:Le Grand Rex,Q1809902,,0.0256713397251056
151074455,way,Tourism,House of Culture of Japan to Paris,大雷克斯剧院,Paris,2.2896872,48.8548201,Maison de la Culture du Japon,fr:Maison de la culture du Japon à Paris,,,Error
151074455,way,Tourism,Institut du Monde Arabe,日本巴黎文化屋,Paris,2.2896872,48.8548201,Maison de la Culture du Japon,fr:Maison de la culture du Japon à Paris,,,Error
93903779,way,Tourism,L'église Saint - Mehta,阿拉伯世界研究院,Paris,2.38881634,48.84487124,Jardin de l'Église Saint-Éloi,,,,Error
59848724,way,Tourism,L'Université de route,圣梅达教堂,Paris,2.32563297727273,48.8585468772727,Rue de l'Université,,Q3451302,,1.2209670692176715
3437272462,node,Tourism,La maison de Mme Arthur,学院路,Paris,2.3395439,48.8825911,Madame Arthur,,,,Error
4044428611,node,Tourism,Le Mur des Je t'aime,亚瑟夫人之家,Paris,2.3385309,48.8848406,Le mur des je t'aime,,Q19831130,,0.02642319171845261
95475856,way,Tourism,Les caractéristiques faciales de jardin,巴黎爱墙,Paris,2.35716427209302,48.8431285023256,Les Grandes Serres du Jardin des Plantes,,Q3115174,,Error
124052479,way,Tourism,Mémorial de la Shoah,五官花园,Paris,2.35601896666667,48.8549222666667,Mémorial de la Shoah,,Q479218,,0.012002457451798985
28904023,way,Tourism,Mémorial des Martyrs de la Déportation,纳粹大屠杀纪念馆,Paris,2.35242211666667,48.85175735,Mémorial des martyrs de la Déportation,fr:Mémorial des Martyrs de la Déportation,Q3333162,,0.012487192082696538
57781649,way,Tourism,Musée Cognacq-Jay,驱逐纪念馆,Paris,2.36173480833333,48.858092525,Musée Cognacq-Jay,fr:Musée Cognacq-Jay,,,Error
247618453,node,Tourism,Musée des Arts et Métiers,杰博物馆,Paris,2.3554138,48.8660977,Musée national des Arts et Métiers,fr:Musée des arts et métiers,Q1538826,,0.015114598741614955
3262297,relation,Tourism,Musée du Louvre,工艺品艺术博物馆,Paris,2.33636850692446,48.8610234703687,Palais du Louvre,Museo del Louvre,Q19675,卢浮宫博物馆,0.013530980053810546
56640163,way,Tourism,Musée national du Moyen ?ge - Thermes et h?tel de Cluny,卢浮宫,Paris,2.34362922333333,48.8506062833333,Musée National du Moyen Âge,fr:Musée de Cluny,,,Error
201611261,way,Tourism,Notre-Dame de Paris,克鲁尼中古世纪美术馆,Paris,2.34993889269841,48.8528743590476,Cathédrale Notre-Dame de Paris,fr:Cathédrale Notre-Dame de Paris,Q2981,巴黎聖母院,0.012585200243391662
19434846,way,Tourism,Parc de la Villette,巴黎圣母院,Paris,2.39164713023256,48.8922982488372,Parc de la Villette,fr:Parc de la Villette,Q246448,,0.11686266570926605
4221369,way,Tourism,Paris Botanical Garden,拉维莱特公园,Paris,2.35966189666667,48.8437405666667,Jardin des Plantes,,Q730948,,0.08006055299200511
409228408,way,Tourism,Payot,巴黎植物园,Paris,2.31971413333333,48.8410911,Payot,,,,Error
4039351,way,Tourism,Place de la Concorde,柏姿,Paris,2.32023945,48.864232325,Place de la Concorde,,,,Error
258205619,way,Tourism,Place Stalingrad,协和广场,Paris,2.36999264857143,48.8837500028571,Place de la Bataille de Stalingrad,,Q2577891,,0.042606730046770236
19727160,way,Tourism,Pont des Arts,斯大林格勒广场,Paris,2.33724425,48.85780815,,,,,Error
67509823,way,Tourism,Rennes Road,艺术桥,Paris,2.32837862,48.8485802,Rue de Rennes,,Q3451006,,0.14474278671139765
84867920,way,Tourism,Rue St-Dominique,圣多米尼克路,Paris,2.30214655,48.8583663214286,Rue Saint-Dominique,,Q3449863,,0.9864327370634546
1149002,relation,Tourism,Versailles Palace,凡尔赛宫,Paris,2.12125749651741,48.804461838806,Château de Versailles,fr:Château de Versailles,Q2946,,0.1982528440546929
2506866194,node,Tourism,Chalong Bay,查侬湾,Phuket,98.3655741,7.8110273,Ao Chalong,,Q14210775,,1.5190699471393991
2420388160,node,Tourism,heroines monument,女英雄纪念碑,Phuket,98.3639217,7.9809873,อนุสาวรีย์วีรสตรี,,Q4923030,,Error
5805205,relation,Tourism,Hong Island,割喉岛,Phuket,98.6780839456522,8.07948113985507,Ko Hong,,,,Error
363598989,way,Tourism,Kai nok island,鸡蛋岛,Phuket,98.5110816,7.8969940625,Koh Khai Nok,,,,Error
134394743,way,Tourism,Karon Beach,卡伦海滩,Phuket,98.290017625,7.857028705,Karon Beach,,Q13424404,,0.19767806553937162
4235947,relation,Tourism,Kata Beach,卡塔海滩,Phuket,98.29669185,7.81989249193548,Kata Yai Beach,,,,Error
363598989,way,Tourism,khai nok island,蛋岛,Phuket,98.5110816,7.8969940625,Koh Khai Nok,,,,Error
88708444,node,Tourism,koh yao yai,大长岛,Phuket,-119.646193,35.96318,,,,,Error
88708444,node,Tourism,Koh Yao Yai,大姚岛,Phuket,-119.646193,35.96318,,,,,Error
265689795,node,Tourism,Laem Phromthep,神仙半岛,Phuket,98.3031167,7.7586817,Маяк,,,,Error
2421130506,node,Tourism,Lh Samah Bay,罗萨马湾,Phuket,98.7683073,7.6741528,Ao Loh Samah,,,,Error
53166566,way,Tourism,Nai Thon Beach,奈通海滩,Phuket,98.2775475277778,8.05668077222222,หาดในทอน,,,,Error
135015785,way,Tourism,Paradise Beach,天堂海滩,Phuket,98.26533395,7.89100635,Paradise Beach,,,,Error
63047210,way,Tourism,Patong Beach,芭东海滩,Phuket,98.294108703125,7.8960317640625,หาดป่าตอง,,Q630024,,1.4013235096859074
321459076,way,Tourism,Phi Phi Island,皮皮岛,Phuket,98.7693619444444,7.73916388888889,Phi Phi Island Cabana,,Q511957,,0.3130212632939319
321459076,way,Tourism,Phi Phi Island,小皮皮岛,Phuket,98.7693619444444,7.73916388888889,Phi Phi Island Cabana,,Q511957,,0.3130212632939319
2638386295,node,Tourism,Phuket Seashell Museum,普吉海贝博物馆,Phuket,98.3287185,7.7828922,Seashell museum,,,,Error
5660749,relation,Tourism,Racha Island,皇帝岛,Phuket,98.3680316345609,7.60389190764872,Ko Racha Yai,,,,Error
5653247,relation,Tourism,Rang Yai Island,大朗岛,Phuket,98.4493973878049,7.95569761219512,Ko Rang Yai,,,,Error
150200806,way,Tourism,Rawai Beach,拉威海滩,Phuket,98.4239394181818,7.87490046363636,,,,,Error
2674588438,node,Tourism,Sai Kaeo Beach,赛郜海滩,Phuket,99.5937104,11.400612,Sai Kaeo Beach Resort,,,,Error
3263607,relation,Tourism,Similan National,斯米兰群岛,Phuket,97.7525666416667,8.82518475,Mu Ko Similan National Marine Park,,Q1371403,,2.6053844949568346
2421004322,node,Tourism,Surin Islands,苏林群岛,Phuket,98.2790818,7.9758217,Surin,,,,Error
243010402,way,Tourism,The Khao Phra Thaeo Wildlife Sanctuary,拷帕泰奥野生保育区,Phuket,98.3695625074074,8.04620524074074,Khao Phra Thaeo National Park,,,,Error
2480245079,node,Tourism,Viking Cave,维京洞穴,Phuket,98.7659825,7.6937791,Viking Cave,,,,Error
242673271,way,Tourism,Wat Chalong,庆祖庙,Phuket,98.3367192111111,7.84683101666667,วัดฉลองหรือวัดไชยธาราราม,,Q461025,,0.0533273251273082
663318915,node,Tourism,Wat Patong,芭东佛寺,Phuket,98.3103835,7.9026947,Wat Suwan Khiriwong,,,,Error
23590989,way,Tourism,Arch of Constantine,君士坦丁凯旋门,Rome,12.4906668,41.88976875,Arco di Costantino,en:Arch of Constantine,Q5786,君士坦丁凯旋门,0.01910456950531129
27536313,way,Tourism,Auditorium Parco della Musica,罗马音乐厅,Rome,12.4756532155556,41.92938828,Sala Santa Cecilia,it:Auditorium Parco della Musica,,,Error
27591419,way,Tourism,Baths of Caracalla,卡拉卡拉浴场,Rome,12.4922656142857,41.8789616285714,Terme di Caracalla,,Q502098,,0.09283351531770503
1920431774,node,Tourism,Capela dos Ossos,人骨教堂,Rome,-7.9087742,38.5687905,Capela dos Ossos,pt:Capela dos Ossos,Q2561983,人骨教堂,0.016690966643714375
215289671,way,Tourism,Cappella Sistina,西斯廷礼拜堂,Rome,12.45437094,41.90295512,Cappella Sistina,en:Sistine Chapel,Q2943,西斯廷礼拜堂,0.013470906609084317
259064789,node,Tourism,Catacombe di Priscilla,普黎史拉墓窟,Rome,12.5087652,41.9297262,Catacombe di Priscilla,en:Catacomb of Priscilla,,,Error
25610962,way,Tourism,Chiesa del Gesù,耶稣堂,Rome,12.4797064818182,41.8958959,Chiesa del Gesù,it:Chiesa del Gesù,,,Error
89985362,way,Tourism,Chiesa di Santa Maria della Concezione,康契吉欧尼的圣母教堂,Rome,12.4765332045455,41.9013347590909,Chiesa di Santa Maria della Concezione in Campo Marzio,it:Chiesa di Santa Maria della Concezione in Campo Marzio,,,Error
1542593183,node,Tourism,Detour Cinema,Detour电影院,Rome,12.4939175,41.8962108,Cineclub Detour,,,,Error
1447566607,node,Tourism,Foro romano (Roman Forum),古罗马遗迹,Rome,12.4851755,41.8924515,Piazza del Foro,,Q180212,,0.027473077223977654
1754380,relation,Tourism,Foro Traiano,图拉真广场,Rome,12.4855828623529,41.8954089329412,Foro di Traiano,en:Trajan's Forum,,,Error
1899638,relation,Tourism,Forum of Augustus,奥古斯都论坛,Rome,12.4867315021277,41.894390612766,Forum Augustum,en:Forum of Augustus,Q770797,,0.029907933017707188
1860919,relation,Tourism,House of Livia,利维亚居所,Rome,12.4858191769231,41.8891691230769,Casa di Livia,it:Casa di Livia,Q833875,,0.01470375920907829
1834818,relation,Tourism,Il Colosseo,罗马斗兽场,Rome,12.4923033163551,41.8902974981308,Colosseo,it:Colosseo,Q10285,,0.014845096302167083
201741868,way,Tourism,Mausoleum of Augustus,奥古斯都陵墓,Rome,12.476426053125,41.906013659375,Mausoleo di Augusto,en:Mausoleum of Augustus,Q770847,,0.011206686797018582
27519297,way,Tourism,Museo delle Mura,城墙博物馆,Rome,12.50152662,41.87346348,Porta San Sebastiano,it:Porta San Sebastiano,Q3868150,,0.015594604521759831
656829698,node,Tourism,Museo di Roma,罗马博物馆,Rome,12.4726941,41.8976568,Museo di Roma,it:Museo di Roma a palazzo Braschi,Q3868175,罗马博物馆,0.006209083977404478
677476578,node,Tourism,Museo Nazionale Romano,阿特姆彼斯博物馆,Rome,12.4728382,41.9011978,Museo Nazionale Romano,it:Museo nazionale romano di palazzo Altemps,,罗马国家博物馆阿尔滕普斯宫,Error
365475871,node,Tourism,Palatine Hill,帕拉蒂尼山,Rome,12.4871093,41.8893064,Monte Palatino,it:Palatino,Q200642,帕拉提諾之丘,0.10733618208794696
1892857,relation,Tourism,Palazzo valentini,瓦伦蒂尼宫,Rome,12.48402803,41.896373365,Palazzo Valentini,it:Palazzo Valentini,Q751105,,0.026360981088740257
22955551,way,Tourism,Piazza del Popolo,罗马人民广场,Rome,12.4763007,41.9107488353846,Piazza del Popolo,it:Piazza del Popolo (Roma),Q824997,波波罗广场,0.0066437667435228324
22960987,way,Tourism,Piazza Farnese,法涅塞市政广场,Rome,12.4712323777778,41.8950578925926,Piazza Farnese,it:Piazza Farnese (Roma),,,Error
443194158,way,Tourism,Piazza San Pietro,圣彼得广场,Rome,12.6807647736842,41.8077905157895,,,,,Error
204458359,way,Tourism,Roma Botanic Garden,罗马植物园,Rome,12.464382295,41.8913936816667,Orto Botanico,it:Orto botanico di Roma,,,Error
27519297,way,Tourism,San Sebastiano (church),圣塞巴斯蒂诺(教会),Rome,12.50152662,41.87346348,Porta San Sebastiano,it:Porta San Sebastiano,Q3868150,,0.015594604521759831
52430153,way,Tourism,Santa Maria del Popolo,人民圣母教堂,Rome,12.4765442363636,41.9113950363636,Basilica di Santa Maria del Popolo,it:Basilica di Santa Maria del Popolo,Q869513,,0.03084772529946147
51368975,way,Tourism,Santa Maria in Trastevere,圣母玛利亚广场,Rome,12.4693658633333,41.8894860566667,Basilica di Santa Maria in Trastevere,it:Basilica di Santa Maria in Trastevere,Q1137391,,0.026554770672196013
114354377,way,Tourism,Ss. Nome di Maria,圣母圣名堂,Rome,12.51141086,41.87113167,Chiesa del Santissimo Nome di Maria,it:Chiesa del Santissimo Nome di Maria,,,Error
2754121,relation,Tourism,St. Peter's Basilica,圣彼得大教堂,Rome,12.4538002266055,41.9021485550458,Basilica Sancti Petri,en:St. Peter's Basilica,Q12512,圣彼得大教堂,0.04560848541599509
251331418,way,Tourism,Temple of Portunus,波图努斯神庙,Rome,12.4808930230769,41.8893150230769,Tempio di Portuno,it:Tempio di Portuno,Q849241,,0.01282687252078174
248743046,node,Tourism,Terme di Diocleziano,戴克里先浴场,Rome,12.4983081,41.9032992,Terme di Diocleziano,,Q836108,,0.056746263888220336
255959482,way,Tourism,Vatican Museums (Musei vaticani),梵蒂冈博物馆,Rome,12.4545859625,41.9053352,Musei Vaticani,en:Vatican Museums,Q182955,,0.16689863572638627
4949596,way,Tourism,Via della Conciliazione,协和大街,Rome,12.4635631,41.90236585,Via della Conciliazione,en:Via della Conciliazione,Q1140395,,0.18432031164510512
86249135,way,Tourism,Villa Farnesina,法内仙纳庄园,Rome,12.467292975,41.89366105,Villa Farnesina,it:Villa Farnesina,Q1126723,,0.019773365696088913
